"Munic do un.saúde";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";" Total"
"170330 BOM JESUS DO TOCANTINS";"72";"154";"189";"13";"154";"144";"261";"156";"137";"122";"1402"
"170360 BRASILANDIA DO TOCANTINS";"89";"64";"76";"18";"35";"9";"40";"39";"22";"2";"394"
"170370 BREJINHO DE NAZARE";"99";"57";"58";"7";"21";"7";"197";"243";"82";"141";"912"
"170380 BURITI DO TOCANTINS";"343";"114";"73";"68";"186";"233";"423";"481";"360";"290";"2571"
"170382 CACHOEIRINHA";"58";"74";"78";"17";"11";"9";"38";"36";"25";"35";"381"
"170384 CAMPOS LINDOS";"74";"90";"121";"15";"27";"39";"65";"252";"177";"184";"1044"
"170386 CARIRI DO TOCANTINS";"263";"259";"327";"338";"316";"337";"237";"249";"238";"336";"2900"
"170388 CARMOLANDIA";"66";"13";"120";"52";"52";"60";"82";"36";"28";"3";"512"
"170389 CARRASCO BONITO";"71";"129";"125";"148";"51";"7";"43";"207";"92";"64";"937"
"170390 CASEARA";"152";"127";"214";"49";"146";"135";"214";"227";"167";"114";"1545"
"170410 CENTENARIO";"105";"82";"66";"67";"33";"75";"48";"72";"25";"35";"608"
"170460 CHAPADA DE AREIA";"35";"50";"59";"29";"95";"42";"47";"37";"22";"18";"434"
"170510 CHAPADA DA NATIVIDADE";"29";"31";"171";"62";"29";"45";"20";"53";"41";"34";"515"
"170550 COLINAS DO TOCANTINS";"751";"733";"698";"223";"613";"198";"315";"620";"520";"415";"5086"
"170555 COMBINADO";"147";"58";"83";"28";"72";"8";"129";"120";"95";"138";"878"
"170560 CONCEICAO DO TOCANTINS";"245";"114";"284";"158";"101";"222";"176";"140";"207";"155";"1802"
"170600 COUTO MAGALHAES";"172";"214";"226";"62";"85";"84";"125";"124";"99";"49";"1240"
"170610 CRISTALANDIA";"225";"113";"173";"16";"113";"9";"47";"289";"188";"109";"1282"
"170625 CRIXAS DO TOCANTINS";"163";"149";"134";"97";"93";"182";"206";"172";"213";"141";"1550"
"170650 DARCINOPOLIS";"100";"54";"65";"53";"25";"23";"39";"171";"46";"119";"695"
"170700 DIANOPOLIS";"893";"813";"756";"421";"533";"551";"969";"456";"845";"772";"7009"
"170710 DIVINOPOLIS DO TOCANTINS";"415";"372";"363";"161";"351";"370";"345";"231";"278";"178";"3064"
"170720 DOIS IRMAOS DO TOCANTINS";"354";"237";"394";"125";"172";"227";"314";"281";"335";"251";"2690"
"170730 DUERE";"228";"348";"283";"141";"152";"190";"161";"213";"195";"231";"2142"
"170740 ESPERANTINA";"142";"160";"209";"71";"41";"61";"240";"430";"187";"264";"1805"
"170755 FATIMA";"202";"241";"119";"43";"146";"47";"21";"28";"77";"90";"1014"
"170765 FIGUEIROPOLIS";"234";"333";"287";"145";"120";"72";"139";"122";"131";"305";"1888"
"170770 FILADELFIA";"61";"122";"45";"0";"47";"1";"75";"170";"88";"85";"694"
"170820 FORMOSO DO ARAGUAIA";"793";"884";"729";"794";"266";"959";"780";"561";"918";"810";"7494"
"170825 FORTALEZA DO TABOCAO";"35";"50";"51";"35";"116";"49";"98";"52";"81";"69";"636"
"170830 GOIANORTE";"155";"94";"142";"53";"134";"31";"111";"117";"168";"164";"1169"
"170900 GOIATINS";"96";"154";"341";"119";"308";"130";"320";"376";"286";"245";"2375"
"170930 GUARAI";"524";"503";"710";"36";"519";"145";"28";"188";"532";"417";"3602"
"170950 GURUPI";"5387";"4420";"4140";"4200";"2438";"2084";"3817";"3185";"3007";"3429";"36107"
"170980 IPUEIRAS";"97";"76";"92";"57";"89";"46";"28";"29";"39";"59";"612"
"171050 ITACAJA";"83";"568";"28";"117";"146";"162";"221";"178";"220";"146";"1869"
"171070 ITAGUATINS";"116";"213";"71";"99";"97";"49";"134";"231";"223";"118";"1351"
"171090 ITAPIRATINS";"71";"68";"159";"27";"16";"0";"2";"58";"64";"39";"504"
"171110 ITAPORA DO TOCANTINS";"186";"342";"166";"125";"80";"64";"111";"213";"84";"63";"1434"
"171150 JAU DO TOCANTINS";"183";"223";"271";"149";"134";"154";"214";"270";"199";"202";"1999"
"171180 JUARINA";"71";"159";"69";"0";"41";"35";"11";"122";"37";"43";"588"
"171190 LAGOA DA CONFUSAO";"124";"299";"319";"101";"300";"166";"538";"304";"351";"447";"2949"
"171195 LAGOA DO TOCANTINS";"0";"90";"155";"119";"230";"139";"265";"143";"135";"88";"1364"
"171200 LAJEADO";"154";"170";"133";"42";"27";"63";"81";"60";"62";"71";"863"
"171215 LAVANDEIRA";"48";"55";"58";"60";"134";"167";"185";"83";"57";"68";"915"
"171240 LIZARDA";"13";"133";"188";"71";"107";"62";"63";"127";"42";"65";"871"
"171245 LUZINOPOLIS";"95";"123";"101";"21";"74";"81";"205";"155";"133";"101";"1089"
"171250 MARIANOPOLIS DO TOCANTINS";"107";"5";"205";"54";"125";"130";"178";"236";"137";"144";"1321"
"171270 MATEIROS";"42";"57";"30";"3";"11";"23";"105";"52";"21";"12";"356"
"171280 MAURILANDIA DO TOCANTINS";"211";"100";"53";"56";"49";"183";"118";"108";"69";"77";"1024"
"171320 MIRACEMA DO TOCANTINS";"614";"857";"617";"360";"562";"600";"918";"1132";"1043";"962";"7665"
"171330 MIRANORTE";"193";"133";"376";"162";"195";"0";"0";"0";"0";"0";"1059"
"171360 MONTE DO CARMO";"182";"113";"167";"2";"74";"0";"0";"30";"87";"169";"824"
"171370 MONTE SANTO DO TOCANTINS";"84";"86";"201";"74";"87";"10";"0";"0";"0";"0";"542"
"171380 PALMEIRAS DO TOCANTINS";"137";"217";"225";"72";"96";"37";"181";"235";"161";"187";"1548"
"171395 MURICILANDIA";"101";"125";"170";"44";"82";"0";"87";"104";"67";"127";"907"
"171420 NATIVIDADE";"274";"145";"180";"20";"101";"229";"289";"255";"114";"124";"1731"
"171430 NAZARE";"147";"92";"240";"43";"122";"60";"242";"192";"214";"89";"1441"
"171488 NOVA OLINDA";"242";"145";"118";"66";"35";"8";"60";"522";"197";"192";"1585"
"171500 NOVA ROSALANDIA";"70";"96";"177";"46";"113";"179";"160";"113";"101";"149";"1204"
"171510 NOVO ACORDO";"26";"36";"85";"10";"61";"23";"49";"73";"29";"33";"425"
"171515 NOVO ALEGRE";"165";"159";"121";"109";"161";"141";"98";"72";"103";"96";"1225"
"171525 NOVO JARDIM";"42";"98";"19";"4";"55";"0";"1";"54";"22";"86";"381"
"171550 OLIVEIRA DE FATIMA";"128";"108";"34";"58";"85";"82";"130";"57";"54";"38";"774"
"171570 PALMEIRANTE";"83";"108";"64";"0";"16";"0";"86";"26";"62";"32";"477"
"171575 PALMEIROPOLIS";"485";"382";"392";"370";"145";"281";"423";"606";"562";"393";"4039"
"171610 PARAISO DO TOCANTINS";"1501";"1005";"679";"483";"650";"288";"153";"170";"129";"230";"5288"
"171620 PARANA";"20";"63";"61";"40";"170";"135";"380";"180";"139";"188";"1376"
"171630 PAU D\'ARCO";"74";"122";"147";"38";"133";"57";"48";"87";"86";"39";"831"
"171650 PEDRO AFONSO";"135";"71";"183";"51";"104";"225";"287";"301";"340";"204";"1901"
"171660 PEIXE";"357";"365";"772";"601";"536";"448";"656";"734";"713";"520";"5702"
"171665 PEQUIZEIRO";"199";"231";"232";"21";"287";"73";"60";"118";"123";"106";"1450"
"171670 COLMEIA";"193";"414";"323";"157";"297";"299";"208";"316";"237";"171";"2615"
"171700 PINDORAMA DO TOCANTINS";"64";"41";"52";"7";"16";"47";"50";"35";"82";"90";"484"
"171720 PIRAQUE";"72";"97";"61";"0";"39";"30";"0";"161";"76";"46";"582"
"171750 PIUM";"202";"283";"184";"144";"235";"379";"469";"246";"249";"210";"2601"
"171780 PONTE ALTA DO BOM JESUS";"263";"134";"176";"46";"230";"169";"293";"133";"151";"24";"1619"
"171790 PONTE ALTA DO TOCANTINS";"254";"137";"150";"28";"79";"8";"47";"75";"146";"139";"1063"
"171800 PORTO ALEGRE DO TOCANTINS";"76";"84";"40";"25";"50";"0";"0";"28";"103";"77";"483"
"171820 PORTO NACIONAL";"2360";"2794";"3983";"813";"1566";"1575";"3222";"1351";"347";"27";"18038"
"171830 PRAIA NORTE";"231";"460";"429";"118";"122";"75";"0";"218";"239";"143";"2035"
"171840 PRESIDENTE KENNEDY";"103";"161";"94";"24";"39";"84";"6";"103";"90";"78";"782"
"171845 PUGMIL";"73";"109";"115";"96";"111";"106";"72";"95";"83";"74";"934"
"171850 RECURSOLANDIA";"80";"50";"42";"11";"47";"36";"105";"103";"117";"100";"691"
"171855 RIACHINHO";"146";"227";"276";"123";"74";"58";"66";"214";"210";"139";"1533"
"171865 RIO DA CONCEICAO";"28";"143";"68";"0";"100";"70";"71";"76";"129";"96";"781"
"171870 RIO DOS BOIS";"57";"57";"55";"21";"62";"56";"99";"64";"83";"74";"628"
"171875 RIO SONO";"120";"209";"174";"81";"177";"49";"131";"99";"114";"124";"1278"
"171880 SAMPAIO";"57";"74";"128";"20";"156";"84";"12";"26";"29";"32";"618"
"171884 SANDOLANDIA";"105";"41";"235";"190";"47";"150";"177";"202";"125";"123";"1395"
"171886 SANTA FE DO ARAGUAIA";"255";"199";"172";"61";"116";"11";"139";"238";"134";"97";"1422"
"171888 SANTA MARIA DO TOCANTINS";"151";"149";"102";"63";"112";"0";"68";"58";"39";"61";"803"
"171889 SANTA RITA DO TOCANTINS";"83";"46";"104";"124";"105";"113";"114";"104";"83";"64";"940"
"171890 SANTA ROSA DO TOCANTINS";"142";"110";"171";"53";"147";"65";"87";"7";"66";"37";"885"
"171900 SANTA TEREZA DO TOCANTINS";"110";"82";"92";"57";"50";"164";"155";"68";"78";"38";"894"
"172000 SANTA TEREZINHA DO TOCANTINS";"215";"184";"137";"50";"44";"24";"52";"74";"48";"30";"858"
"172010 SAO BENTO DO TOCANTINS";"56";"58";"65";"32";"31";"13";"109";"349";"249";"202";"1164"
"172015 SAO FELIX DO TOCANTINS";"26";"28";"22";"0";"22";"21";"20";"28";"16";"20";"203"
"172020 SAO MIGUEL DO TOCANTINS";"258";"185";"152";"61";"145";"119";"225";"341";"270";"162";"1918"
"172025 SAO SALVADOR DO TOCANTINS";"190";"117";"126";"126";"75";"86";"77";"206";"142";"104";"1249"
"172030 SAO SEBASTIAO DO TOCANTINS";"49";"261";"279";"122";"84";"158";"165";"285";"183";"222";"1808"
"172049 SAO VALERIO";"241";"292";"132";"222";"137";"138";"166";"139";"166";"129";"1762"
"172065 SILVANOPOLIS";"72";"283";"215";"40";"128";"232";"190";"192";"192";"166";"1710"
"172080 SITIO NOVO DO TOCANTINS";"182";"208";"413";"233";"376";"373";"464";"588";"336";"217";"3390"
"172085 SUCUPIRA";"189";"158";"191";"128";"79";"156";"108";"165";"117";"102";"1393"
"172090 TAGUATINGA";"426";"191";"302";"103";"173";"478";"646";"573";"821";"429";"4142"
"172093 TAIPAS DO TOCANTINS";"133";"113";"132";"104";"81";"62";"80";"0";"0";"0";"705"
"172097 TALISMA";"234";"143";"332";"397";"184";"266";"109";"278";"188";"286";"2417"
"172100 PALMAS";"16838";"15022";"14091";"9715";"11877";"8573";"9547";"9331";"10136";"8466";"113596"
"172110 TOCANTINIA";"329";"392";"470";"347";"239";"184";"288";"158";"228";"146";"2781"
"172120 TOCANTINOPOLIS";"700";"945";"178";"196";"181";"548";"494";"728";"645";"283";"4898"
"172125 TUPIRAMA";"58";"25";"34";"11";"7";"61";"45";"65";"40";"15";"361"
"172130 TUPIRATINS";"28";"30";"23";"7";"12";"9";"17";"2";"8";"10";"146"
"172208 WANDERLANDIA";"269";"375";"413";"61";"41";"71";"391";"489";"306";"111";"2527"
"172210 XAMBIOA";"255";"357";"280";"65";"90";"37";"0";"0";"0";"0";"1084"
"210005 ACAILANDIA";"3108";"3209";"3028";"1765";"897";"262";"1216";"3031";"2787";"124";"19427"
"210010 AFONSO CUNHA";"558";"268";"91";"112";"0";"160";"155";"46";"15";"0";"1405"
"210015 AGUA DOCE DO MARANHAO";"42";"398";"386";"669";"526";"899";"796";"421";"220";"299";"4656"
"210020 ALCANTARA";"356";"672";"368";"799";"303";"509";"417";"657";"1233";"983";"6297"
"210030 ALDEIAS ALTAS";"695";"18";"192";"298";"158";"355";"507";"371";"351";"16";"2961"
"210040 ALTAMIRA DO MARANHAO";"75";"86";"76";"2";"0";"52";"71";"176";"110";"198";"846"
"210043 ALTO ALEGRE DO MARANHAO";"421";"452";"341";"378";"109";"402";"348";"743";"326";"366";"3886"
"210047 ALTO ALEGRE DO PINDARE";"575";"930";"2559";"2429";"2174";"3205";"3054";"3815";"3350";"3025";"25116"
"210050 ALTO PARNAIBA";"446";"320";"510";"294";"316";"583";"746";"566";"388";"630";"4799"
"210055 AMAPA DO MARANHAO";"614";"133";"608";"267";"100";"448";"596";"511";"451";"607";"4335"
"210060 AMARANTE DO MARANHAO";"1065";"1642";"741";"1049";"762";"1472";"949";"1128";"1489";"1218";"11515"
"210070 ANAJATUBA";"706";"1137";"590";"290";"209";"1682";"1063";"1972";"1060";"850";"9559"
"210080 ANAPURUS";"181";"128";"84";"80";"99";"125";"44";"23";"0";"245";"1009"
"210083 APICUM-ACU";"198";"636";"293";"463";"339";"662";"951";"1058";"1041";"1337";"6978"
"210087 ARAGUANA";"70";"21";"281";"102";"73";"208";"164";"337";"110";"72";"1438"
"210090 ARAIOSES";"497";"561";"981";"1045";"706";"102";"577";"380";"77";"1617";"6543"
"210095 ARAME";"621";"279";"1449";"1861";"676";"1403";"2746";"1851";"1717";"2506";"15109"
"210100 ARARI";"1975";"1684";"1774";"1783";"1620";"1198";"1599";"2507";"2146";"1781";"18067"
"210110 AXIXA";"328";"660";"409";"508";"404";"691";"495";"541";"401";"548";"4985"
"210120 BACABAL";"723";"1725";"1404";"1492";"1079";"2190";"2349";"3676";"5240";"4329";"24207"
"210125 BACABEIRA";"553";"410";"413";"393";"450";"276";"343";"416";"259";"405";"3918"
"210130 BACURI";"220";"425";"679";"1008";"481";"657";"853";"646";"885";"740";"6594"
"210135 BACURITUBA";"1000";"500";"471";"396";"72";"403";"363";"243";"352";"354";"4154"
"210140 BALSAS";"4311";"5491";"4385";"6895";"3690";"5236";"4038";"4162";"5082";"4496";"47786"
"210150 BARAO DE GRAJAU";"761";"1073";"1093";"1014";"448";"0";"0";"0";"0";"48";"4437"
"210160 BARRA DO CORDA";"1995";"2072";"1878";"1251";"753";"2452";"3085";"3407";"3122";"2906";"22921"
"210170 BARREIRINHAS";"2385";"1307";"2200";"2380";"1370";"1430";"1532";"1509";"0";"2362";"16475"
"210173 BELAGUA";"177";"93";"59";"86";"51";"54";"94";"186";"246";"188";"1234"
"210177 BELA VISTA DO MARANHAO";"534";"495";"481";"540";"357";"369";"725";"746";"517";"410";"5174"
"210180 BENEDITO LEITE";"133";"180";"178";"275";"48";"0";"0";"3";"18";"136";"971"
"210190 BEQUIMAO";"2345";"1040";"579";"402";"197";"294";"301";"165";"281";"193";"5797"
"210193 BERNARDO DO MEARIM";"113";"212";"126";"80";"57";"274";"522";"367";"145";"48";"1944"
"210197 BOA VISTA DO GURUPI";"482";"360";"314";"309";"152";"40";"104";"172";"210";"267";"2410"
"210200 BOM JARDIM";"488";"634";"1426";"767";"891";"819";"1465";"1403";"1281";"1252";"10426"
"210203 BOM JESUS DAS SELVAS";"654";"630";"513";"594";"271";"718";"1045";"1889";"1330";"1389";"9033"
"210207 BOM LUGAR";"0";"1";"172";"226";"25";"193";"203";"237";"373";"150";"1580"
"210210 BREJO";"782";"468";"1052";"820";"694";"748";"1075";"1117";"435";"915";"8106"
"210215 BREJO DE AREIA";"552";"470";"169";"203";"104";"235";"514";"276";"174";"320";"3017"
"210220 BURITI";"0";"676";"1233";"859";"582";"396";"854";"1090";"1118";"1553";"8361"
"210230 BURITI BRAVO";"172";"109";"306";"0";"0";"0";"556";"609";"604";"768";"3124"
"210232 BURITICUPU";"1664";"1714";"958";"703";"220";"2500";"4074";"3067";"2850";"2250";"20000"
"210235 BURITIRANA";"616";"404";"276";"133";"44";"226";"137";"223";"291";"160";"2510"
"210237 CACHOEIRA GRANDE";"155";"62";"201";"87";"166";"199";"396";"302";"417";"391";"2376"
"210240 CAJAPIO";"313";"231";"122";"566";"314";"336";"330";"667";"542";"526";"3947"
"210250 CAJARI";"554";"332";"207";"298";"79";"246";"308";"635";"934";"466";"4059"
"210255 CAMPESTRE DO MARANHAO";"519";"312";"577";"516";"250";"384";"352";"551";"303";"388";"4152"
"210260 CANDIDO MENDES";"334";"475";"851";"604";"378";"633";"752";"752";"754";"867";"6400"
"210270 CANTANHEDE";"0";"880";"715";"570";"409";"506";"387";"904";"609";"730";"5710"
"210275 CAPINZAL DO NORTE";"488";"340";"337";"465";"101";"166";"251";"183";"130";"140";"2601"
"210280 CAROLINA";"1236";"931";"513";"845";"211";"272";"262";"290";"0";"0";"4560"
"210290 CARUTAPERA";"1993";"1019";"1282";"1340";"923";"1225";"1116";"1716";"775";"1366";"12755"
"210300 CAXIAS";"3225";"3632";"4176";"3634";"1361";"1842";"2562";"1964";"3734";"3129";"29259"
"210310 CEDRAL";"270";"653";"558";"548";"145";"306";"474";"282";"349";"381";"3966"
"210312 CENTRAL DO MARANHAO";"288";"15";"191";"152";"56";"190";"300";"18";"147";"215";"1572"
"210315 CENTRO DO GUILHERME";"1340";"790";"673";"746";"446";"650";"501";"424";"450";"706";"6726"
"210317 CENTRO NOVO DO MARANHAO";"649";"837";"515";"683";"464";"867";"1145";"839";"871";"943";"7813"
"210320 CHAPADINHA";"1104";"1048";"1093";"1573";"1526";"871";"1245";"2212";"3830";"3447";"17949"
"210325 CIDELANDIA";"68";"233";"229";"368";"140";"128";"297";"293";"111";"0";"1867"
"210330 CODO";"2880";"2698";"3956";"4302";"1685";"1926";"3317";"3069";"2120";"2785";"28738"
"210340 COELHO NETO";"1530";"2216";"2528";"3954";"1682";"4237";"3737";"3426";"2772";"3499";"29581"
"210350 COLINAS";"907";"1108";"1316";"1452";"338";"888";"1148";"1346";"1538";"1476";"11517"
"210355 CONCEICAO DO LAGO-ACU";"421";"186";"201";"164";"19";"265";"353";"260";"149";"397";"2415"
"210360 COROATA";"1611";"1293";"2644";"656";"1300";"1600";"1459";"1758";"1133";"1856";"15310"
"210370 CURURUPU";"826";"1534";"1040";"1894";"693";"729";"1316";"1172";"1532";"1766";"12502"
"210375 DAVINOPOLIS";"14";"16";"316";"70";"123";"396";"195";"733";"202";"414";"2479"
"210380 DOM PEDRO";"154";"249";"398";"148";"22";"443";"643";"581";"157";"0";"2795"
"210390 DUQUE BACELAR";"1430";"702";"988";"1084";"593";"1140";"872";"1258";"930";"814";"9811"
